代码,基金,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日,,,,,,手续费,,
161723,招商中证银行指数A,ZSZZYHZSA,2021-11-01,1.2165,1.3442,1.09,-0.83,3.99,7.84,-2.36,11.32,11.30,33.41,5.14,38.32,2015-05-20,1,8.6018,1.00%,0.10%,1,0.10%,1,52.57
161722,招商丰泰混合(LOF),ZSFTHHLOF,2021-11-01,1.4370,1.4370,-0.42,0.14,2.35,2.64,7.80,11.31,34.55,48.76,7.80,43.70,2015-04-17,1,10.6615,1.50%,0.15%,1,0.15%,1,33.80
161721,招商沪深300地产等权重指数A,ZSHS300DCDQZZSA,2021-11-01,0.6880,1.3637,-1.59,-9.10,-12.78,3.66,-16.76,-20.94,-18.88,7.12,-19.89,11.40,2014-11-27,1,-16.7856,1.00%,0.10%,1,0.10%,1,-4.70
161720,招商中证全指证券公司指数(LOF)A,ZSZZQZZQGSZSLOFA,2021-11-01,1.1806,0.7508,0.45,-2.98,-3.24,8.40,8.34,-1.92,19.84,45.01,-7.57,-30.36,2014-11-13,1,-8.0365,1.00%,0.10%,1,0.10%,1,-3.33
161718,招商沪深300高贝塔,ZSHS300GBT,2021-11-01,1.2239,1.4184,0.25,-0.77,1.42,-1.84,12.10,6.44,34.90,73.87,-0.20,38.69,2013-08-01,1,2.7154,1.00%,0.10%,1,0.10%,1,10.25
161716,招商双债增强债券(LOF)C,ZSSZZQZQLOFC,2021-11-01,1.3960,1.5350,0.07,0.29,0.50,0.72,3.03,5.28,10.27,18.20,5.12,62.75,2013-03-01,1,5.1437,0.80%,0.08%,1,0.08%,1,28.31
161715,招商大宗商品(LOF),ZSDZSPLOF,2021-11-01,1.6174,1.7559,0.52,-3.94,-4.78,9.31,28.53,64.10,91.84,113.77,43.53,88.26,2012-06-28,1,61.6733,1.20%,0.12%,1,0.12%,1,60.73
161713,招商信用添利债券(LOF)A,ZSXYTLZQLOFA,2021-11-01,1.0371,1.7917,0.06,0.28,0.46,0.82,2.96,5.27,9.43,15.81,5.35,112.49,2010-06-25,1,5.2009,0.80%,0.08%,1,0.08%,1,24.35
161706,招商优质成长混合(LOF),ZSYZCZHHLOF,2021-11-01,3.4453,5.5407,-0.62,0.06,5.83,-1.87,-1.47,9.10,94.88,203.75,-1.56,1182.17,2005-11-17,1,3.9200,1.50%,0.15%,1,0.15%,1,157.49
161693,融通债券C,RTZQC,2021-11-01,1.0760,1.99,0.09,0.37,0.47,5.80,7.39,2.77,5.06,10.75,8.03,61.66,2012-02-20,1,2.3900,0.00%,0.00%,,0.00%,0,18.08
161631,融通人工智能指数(LOF)A,RTRGZNZSLOFA,2021-11-01,1.4945,1.4945,1.79,0.98,2.83,-6.18,7.26,0.78,37.55,100.39,2.41,49.45,2017-04-10,1,-2.7329,1.20%,0.12%,1,0.12%,1,
161628,融通中证云计算与大数据主题指数(LOF),RTZZYJSYDSJZTZSLOF,2021-11-01,1.0962,0.7993,0.35,0.33,0.25,-5.81,2.71,-4.68,35.91,57.89,-11.61,-18.73,2015-07-01,1,-7.1977,1.20%,0.12%,1,0.12%,1,-4.50
161627,融通通福债券(LOF)C,RTTFZQLOFC,2021-11-01,1.2822,1.4574,0.43,0.86,1.60,5.07,9.48,7.56,15.83,23.05,7.27,45.88,2013-12-10,1,5.8774,0.00%,0.00%,,0.00%,0,28.85
161626,融通通福债券(LOF)A,RTTFZQLOFA,2021-11-01,1.2997,2.0697,0.43,0.85,1.59,5.05,9.55,7.79,16.46,24.14,7.44,104.25,2013-12-10,1,6.1264,0.80%,0.08%,1,0.08%,1,29.39
161625,融通可转债债券C,RTKZZZQC,2021-11-01,1.1534,1.2634,1.70,2.36,3.98,6.75,12.24,20.70,36.84,48.61,18.27,24.09,2013-03-26,1,15.9098,0.00%,0.00%,,0.00%,0,29.02
161624,融通可转债债券A,RTKZZZQA,2021-11-01,1.1856,1.2956,1.71,2.37,4.01,6.86,12.46,21.18,37.92,50.42,18.65,27.50,2013-03-26,1,16.3638,0.80%,0.08%,1,0.08%,1,31.59
161620,融通核心价值混合,RTHXJZHH,2021-10-29,1.0427,1.0427,0.97,1.53,5.25,-4.54,-11.32,1.91,48.38,39.77,-4.57,4.27,2013-02-05,1,-4.6158,1.50%,0.15%,1,0.15%,1,26.39
161616,融通医疗保健行业混合A/B,RTYLBJHYHHAB,2021-11-01,2.7130,3.0770,-3,-4.37,-8.47,-9.84,-15.32,-0.04,83.93,186.18,-2.72,275.46,2012-07-26,1,3.6677,1.50%,0.15%,1,0.15%,1,119.14
161614,融通四季添利债券(LOF)A,RTSJTLZQLOFA,2021-11-01,1.0490,1.5070,0,0.10,0.19,2.14,2.94,0.19,3.66,10.10,2.34,61.58,2012-03-01,1,0.1914,0.80%,0.08%,1,0.08%,1,16.97
161613,融通创业板指数A,RTCYBZSA,2021-11-01,1.5320,2.8440,-0.71,-0.52,2.47,-3.47,7.74,24.63,94.10,153.63,11.03,280.80,2012-04-06,1,19.8633,1.20%,0.12%,1,0.12%,1,48.11
161612,融通深证成份指数A,RTSZCFZSA,2021-11-01,1.3490,1.3920,0,-1.10,1.20,0.37,3.37,14.72,59.99,113.32,4.72,39.96,2010-11-15,1,12.5916,1.20%,0.12%,1,0.12%,1,59.99
161611,融通内需驱动混合,RTNXQDHH,2021-11-01,2.3820,2.5020,0.89,-0.92,-2.38,-3.64,17.86,38.49,100.67,192.63,22.34,165.60,2009-04-22,1,38.1670,1.50%,0.15%,1,0.15%,1,152.87
161610,融通领先成长混合(LOF)A,RTLXCZHHLOFA,2021-11-01,1.9530,5.4020,-0.31,-2.01,0.15,-2.84,-3.60,7.13,63.02,133.05,-5.74,125.32,2007-04-30,1,4.6088,1.50%,0.15%,1,0.15%,1,104.72
161609,融通动力先锋混合,RTDLXFHH,2021-11-01,2.0850,3.0480,0.77,-0.62,-1.09,-5.14,-2.80,-0.76,54.15,98.60,-6.17,293.57,2006-11-15,1,-1.3482,1.50%,0.15%,1,0.15%,1,56.94
161607,融通巨潮100指数A(LOF),RTJC100ZSALOF,2021-11-01,1.3830,3.3580,-0.29,-1.57,3.21,3.67,-2.74,8.94,40.35,83.35,-3.48,548.67,2005-05-12,1,7.3739,1.50%,0.15%,1,0.15%,1,91.51
161606,融通行业景气混合A,RTHYJQHHA,2021-11-01,2.52,4.4650,0.36,-4.58,-3.74,-10.73,-12.65,-1.48,59.76,146.26,-12.29,759.76,2004-04-29,1,-2.1364,1.50%,0.15%,1,0.15%,1,126.38
161605,融通蓝筹成长混合,RTLCCZHH,2021-11-01,1.6150,3.3430,2.54,0.12,1.25,-0.31,8.24,3.19,26.82,65.50,2.34,509.94,2003-09-30,1,-0.8016,1.60%,0.16%,1,0.16%,1,42.90
161604,融通深证100指数A,RTSZ100ZSA,2021-11-01,1.8780,3.5010,-0.16,-1.05,1.95,0.43,-2.29,9.72,52.32,113.30,-1.69,575.13,2003-09-30,1,9.2322,1.50%,0.15%,1,0.15%,1,76.04
161603,融通债券A/B,RTZQAB,2021-11-01,1.0840,2.0360,0.18,0.46,0.56,5.96,7.65,3.24,5.93,12,8.40,153,2003-09-30,1,2.7645,1.20%,0.12%,1,0.12%,1,20.13
161601,融通新蓝筹混合,RTXLCHH,2021-11-01,1.2423,3.5523,-0.66,-0.70,0.29,-7.95,-7.44,3.40,38.26,59.08,-6.30,554.07,2002-09-13,1,0.6774,1.50%,0.15%,1,0.15%,1,43.50
161506,银河通利债券(LOF)C,YHTLZQLOFC,2021-11-01,1.3690,1.7190,0.29,0.51,1.11,0.44,4.82,4.58,12.95,19.25,3.32,97.10,2012-04-25,1,3.2874,0.00%,0.00%,,0.00%,0,22.78
161505,银河通利债券(LOF)A,YHTLZQLOFA,2021-11-01,1.3390,1.7290,0.30,0.53,1.21,0.53,5.02,4.94,13.67,20.41,3.64,102.49,2012-04-25,1,3.5294,0.80%,0.08%,1,0.08%,1,24.67
161233,国投瑞银瑞泰多策略混合A,GTRYRTDCLHHA,2021-11-01,1.4605,1.4605,0.63,1.01,1.74,2.45,3.19,6.93,36.01,60.94,4.05,46.05,2017-01-23,1,4.6588,1.50%,0.15%,1,0.15%,1,
161232,国投瑞银瑞盛混合(LOF),GTRYRSHHLOF,2021-11-01,1.3420,1.3420,1.67,2.76,5.34,2.76,-0.37,11,83.58,141.80,6.25,34.20,2016-05-25,1,3.9421,1.50%,0.15%,1,0.15%,1,32.74
161229,国投瑞银中国价值发现股票,GTRYZGJZFXGP,2021-10-29,1.3330,1.7030,-0.45,-3.62,0.45,-3.82,-15.79,-13.39,7.67,30.18,-14.50,80.60,2015-12-21,1,-11.2639,1.50%,0.15%,1,0.15%,1,45.53
161227,国投瑞银深证100指数,GTRYSZ100ZS,2021-11-01,1.6530,3.1270,-0.18,-1.08,1.97,0.79,-1.43,12.30,57.13,120.11,0.18,66.40,2015-08-14,1,11.7966,1.20%,0.12%,1,0.12%,1,81.25
161226,国投瑞银白银期货(LOF),GTRYBYQHLOF,2021-11-01,0.7510,0.7510,-0.92,-3.59,4.16,-11.23,-14.17,-13.28,-17.74,-0.27,-21.36,-24.90,2015-08-06,1,-14.2698,1.00%,0.10%,1,0.10%,1,-26.44
161225,国投瑞银瑞盈混合(LOF),GTRYRYHHLOF,2021-11-01,2.5810,2.6020,1.69,2.50,5,5.22,5.43,17.59,93.48,164.45,12.71,163.34,2015-05-19,1,10.9626,1.50%,0.15%,1,0.15%,1,150.80
161224,国投瑞银新丝路混合(LOF),GTRYXSLHHLOF,2021-11-01,1.5770,2.0040,0.45,-0.38,0.19,1.61,2.60,11.33,83.32,133.11,2.07,115.69,2015-04-10,1,10.4887,1.50%,0.15%,1,0.15%,1,76.71
161222,国投瑞银瑞利混合(LOF),GTRYRLHHLOF,2021-11-01,2.3480,2.38,0.13,-2.37,-1.51,5.81,8.25,27.96,83.87,129.50,21.28,142.25,2015-02-05,1,27.7571,1.50%,0.15%,1,0.15%,1,132.20
161221,国投瑞银双债债券C,GTRYSZZQC,2021-11-01,1.2410,1.6690,0.24,0.49,0.40,1.22,5.53,7.63,13.13,21.23,6.62,85.43,2014-03-29,1,6.5744,0.00%,0.00%,,0.00%,0,28.17
161219,国投瑞银新兴产业混合,GTRYXXCYHH,2021-11-01,2.6660,3.72,1.79,2.26,2.07,0.91,-4.92,2.46,70.24,138.25,0.83,495.38,2011-12-13,1,-5.3507,1.50%,0.15%,1,0.15%,1,123.10
161217,国投瑞银中证资源指数,GTRYZZZYZS,2021-11-01,1.2730,1.2730,-1.16,-6.26,-4.64,2.09,27.68,76.56,111.46,111.11,44,27.30,2011-07-21,1,82.7446,1.20%,0.12%,1,0.12%,1,103.03
161216,国投瑞银双债债券(LOF)A,GTRYSZZQLOFA,2021-11-01,1.2540,1.8560,0.24,0.56,0.48,1.37,5.82,8.10,14,22.59,7,118.62,2011-03-29,1,7.1428,0.80%,0.08%,1,0.08%,1,30.67
161213,国投瑞银中证消费服务指数,GTRYZZXFFWZS,2021-11-01,2.3250,2.3250,-1.11,-1.73,0.04,0.56,-11.33,-2.11,34.70,88.72,-11.53,132.50,2010-12-16,1,-1.0833,1.20%,0.12%,1,0.12%,1,72.73
161211,国投沪深300金融地产联接,GTHS300JRDCLJ,2021-11-01,1.9414,1.9414,0.64,-2.78,0.64,7.09,-2.42,1.12,11.38,35.67,-5.04,94.14,2010-04-09,1,-1.8686,1.20%,0.12%,1,0.12%,1,47.63
161131,易方达科润混合(LOF),YFDKRHHLOF,2021-11-01,1.1747,1.1747,-0.41,-0.31,1.64,0.66,1.54,5.91,7.74,15.99,3.36,17.47,2018-07-05,1,5.2112,1.50%,0.15%,1,0.15%,1,
161130,易方达纳斯达克100人民币A,YFDNSDK100RMBA,2021-10-29,2.3642,2.3642,0.37,2.91,5.88,3.33,11.31,30.31,70.10,105.08,19.12,136.40,2017-06-23,1,20.4914,1.20%,0.12%,1,0.12%,1,
161128,易标普信息科技人民币A,YBPXXKJRMBA,2021-10-29,2.8335,2.8335,0.34,1.68,5.70,3.19,11.68,32.30,67.23,110.58,19.70,183.35,2016-12-13,1,21.1099,1.20%,0.12%,1,0.12%,1,
161127,易方达标普生物科技人民币A,YFDBPSWKJRMBA,2021-10-29,1.6442,1.6442,-1.17,0.29,-1.82,-2.02,-10.61,2.32,31.45,38.61,-12.60,64.42,2016-12-13,1,-1.3087,1.20%,0.12%,1,0.12%,1,
161126,易方达标普医疗保健人民币A,YFDBPYLBJRMBA,2021-10-29,1.7506,1.7506,0.56,0.38,0.42,-1.46,7.16,22.98,30.11,45.65,13.67,75.06,2016-11-28,1,14.4341,1.20%,0.12%,1,0.12%,1,
161125,易方达标普500指数人民币A,YFDBP500ZSRMBA,2021-10-29,1.8266,1.8266,0.12,1.10,4.28,2.56,7.78,30.77,34.02,56.63,19.38,82.66,2016-12-02,1,21.8037,1.20%,0.12%,1,0.12%,1,
161124,易方达香港小型股指数A,YFDXGXXGZSA,2021-11-01,1.2593,1.2593,2.31,-0.63,-2.49,-4.01,-9.39,13.50,13.56,24.49,0.09,25.93,2016-11-02,1,7.5889,1.20%,0.12%,1,0.12%,1,
161123,易方达中证万得并购重组(LOF),YFDZZWDBGCZLOF,2021-11-01,1.3075,0.5266,-0.05,-3.03,-3.27,7.31,13.51,15.10,45.17,71.78,9.15,-46.29,2015-06-03,1,14.6945,1.00%,0.10%,1,0.10%,1,-7.41
161122,易方达中证万得生物科技指数(LOF)A,YFDZZWDSWKJZSLOFA,2021-11-01,0.9397,1.3366,-2.85,-4.07,-6.53,-12.93,-17.79,-3.72,67.11,153.77,-4.60,39.68,2015-06-03,1,-2.4082,1.00%,0.10%,1,0.10%,1,94.57
161121,易方达中证银行指数(LOF)A,YFDZZYHZSLOFA,2021-11-01,1.1773,1.2935,1.11,-0.76,4.07,7.98,-2.21,11.31,16.71,36.12,5.13,34.31,2015-06-03,1,9.1214,1.00%,0.10%,1,0.10%,1,56.57
161120,易方达中债新综指(LOF)C,YFDZZXZZLOFC,2021-11-01,1.4610,1.4610,0.12,0.32,0.11,0.29,2.39,4.28,7.58,13.04,3.79,46.10,2012-11-08,1,4.2974,0.00%,0.00%,,0.00%,0,19.26
161119,易方达中债新综指(LOF)A,YFDZZXZZLOFA,2021-11-01,1.4983,1.4983,0.12,0.33,0.13,0.38,2.57,4.63,8.31,14.08,4.08,49.83,2012-11-08,1,4.6611,0.80%,0.08%,1,0.08%,1,21.17
161118,易方达中小企业100(LOF)A,YFDZXQY100LOFA,2021-11-01,1.6178,1.6178,0.35,0.78,4.04,4.25,7.45,12.32,62.53,100.54,5.46,110.18,2012-09-20,1,8.5382,1.20%,0.12%,1,0.12%,1,50.46
161116,易方达黄金主题人民币A,YFDHJZTRMBA,2021-10-29,0.7510,0.7510,-1.83,-2.47,4.89,-7.40,-6.13,-15.90,-6.82,6.22,-12.88,-24.90,2011-05-06,1,-19.4942,1.00%,0.10%,1,0.10%,1,1.49
161115,易方达岁丰添利债券(LOF),YFDSFTLZQLOF,2021-11-01,1.82,2.4040,0.17,0.17,0.17,0.83,3.41,7.88,21.25,37.77,5.32,178.94,2010-11-09,1,8.0405,0.80%,0.08%,1,0.08%,1,36.71
161039,富国中证1000指数增强(LOF)A,FGZZ1000ZSZQLOFA,2021-11-01,2.0321,2.0321,0.67,-1.24,-1.87,2.51,16.35,24.37,83.39,134.11,21.30,103.21,2018-05-31,1,17.9986,1.20%,0.12%,1,0.12%,1,
161038,富国新兴成长量化精选混合,FGXXCZLHJXHH,2021-11-01,1.5339,1.5339,0.13,-1.19,-2.16,1.50,10.81,23.11,67.33,100.14,18.10,53.37,2017-07-21,1,16.9724,1.50%,0.15%,1,0.15%,1,
161037,富国中证高端制造指数增强型,FGZZGDZZZSZQX,2021-11-01,2.2808,2.2808,0.06,0.38,3.60,-0.27,12.43,23.73,96.82,182.59,14.96,128.08,2017-04-27,1,16.4132,1.20%,0.12%,1,0.12%,1,
161036,富国中证娱乐主题指数增强型,FGZZYLZTZSZQX,2021-11-01,0.6835,0.6835,-0.23,1,1.59,3.44,-17.99,-15.85,8.61,22.67,-17.53,-31.65,2017-03-13,1,-18.7176,1.20%,0.12%,1,0.12%,1,
161035,富国中证医药主题指数增强A,FGZZYYZTZSZQA,2021-11-01,1.9950,1.9950,-2.21,-3.99,-6.16,-6.69,-13.15,-1.14,60.11,136.37,-4.18,99.50,2016-11-11,1,0,1.20%,0.12%,1,0.12%,1,
161033,富国中证智能汽车(LOF)A,FGZZZNQCLOFA,2021-11-01,1.9490,1.9490,1.14,4.06,11.50,3.62,20.23,19.64,78.48,177.24,14.45,94.90,2016-02-16,1,11.5177,1.20%,0.12%,1,0.12%,1,85.80
161032,富国中证煤炭指数(LOF)A,FGZZMTZSLOFA,2021-11-01,1.5610,1.0880,1.17,-8.87,-14.23,12.22,32.29,72.75,79.97,88.01,46.99,8.76,2015-06-19,1,78.4334,,0.00%,,,,46.31
161031,富国中证工业4.0指数(LOF),FGZZGY40ZSLOF,2021-11-01,1.2280,0.88,1.40,3.72,6.97,-3.31,19.80,30.64,111.64,210.07,15.31,10.94,2015-06-15,1,23.8306,1.20%,0.12%,1,0.12%,1,84.58
161030,富国中证体育产业指数(LOF)A,FGZZTYCYZSLOFA,2021-11-01,0.9580,0.6580,2.13,4.24,5.04,7.28,-0.10,-10.08,16.76,63.67,-1.74,-35.39,2015-06-25,1,-18.8609,1.20%,0.12%,1,0.12%,1,-19.33
161029,富国中证银行指数(LOF)A,FGZZYHZSLOFA,2021-11-01,1.30,1.3860,1.09,-0.76,4,7.88,-2.03,11.30,14.24,34.33,5.78,41.95,2015-04-30,1,8.5786,1.20%,0.12%,1,0.12%,1,49.01
161028,富国中证新能源汽车指数(LOF)A,FGZZXNYQCZSLOFA,2021-11-01,1.6190,1.6840,-1.52,-0.61,8.58,9.47,55.08,100.19,278.16,341.49,52.59,146.84,2015-03-30,1,98.2788,1.20%,0.12%,1,0.12%,1,164.56
161027,富国中证全指证券公司指数(LOF)A,FGZZQZZQGSZSLOFA,2021-11-01,1.0540,0.6370,0.48,-3.04,-3.30,8.10,8.10,-1.51,20.94,51.40,-7.22,-33.32,2015-03-27,1,-7.0667,1.20%,0.12%,1,0.12%,1,3.76
161026,富国中证国有企业改革指数,FGZZGYQYGGZS,2021-11-01,1.1180,1.4060,-0.27,-2.19,-0.09,4.49,2.10,11.97,33.61,63.93,0.81,32.38,2014-12-17,1,10.9636,1.20%,0.12%,1,0.12%,1,45.47
161025,富国中证移动互联网指数(LOF),FGZZYDHLWZSLOF,2021-11-01,0.9960,1.6840,0.50,1.53,3,-3.21,5.29,8.57,60.80,123.45,2.89,52.89,2014-09-02,1,4.5616,1.20%,0.12%,1,0.12%,1,43.40
161024,富国中证军工指数(LOF)A,FGZZJGZSLOFA,2021-11-01,1.30,1.8350,1.64,3.50,6.73,9.24,31.71,27.53,72.44,93.62,3.92,97.40,2014-04-04,1,11.1633,1.20%,0.12%,1,0.12%,1,16.86
161022,富国创业板指数(LOF)A,FGCYBZSLOFA,2021-11-01,1.3770,1.8870,-0.51,-0.22,2.46,-3.03,7.08,23.94,91.17,147.78,11.59,112.76,2013-09-12,1,19.1564,1.20%,0.12%,1,0.12%,1,49.26
161019,富国新天锋债券(LOF),FGXTFZQLOF,2021-11-01,1.0851,1.5976,0.07,0.23,0.27,0.77,3.03,4.82,12.34,21.63,4.98,78.67,2012-05-07,1,4.4726,0.80%,0.08%,1,0.08%,1,23.58
161017,富国中证500指数增强(LOF)A,FGZZ500ZSZQLOFA,2021-11-01,2.5180,2.8870,0.20,-0.98,-2.10,2.15,9.29,21.35,56.40,86.79,14.35,212.12,2011-10-12,1,14.5512,1.50%,0.15%,1,0.15%,1,49.34
161015,富国天盈债券(LOF)C,FGTYZQLOFC,2021-11-01,1.1756,1.8765,0.08,0.06,0.13,0.88,3.64,5.49,12.90,20.82,5.69,99.67,2011-05-23,1,5.6816,,0.00%,,,,27.51
161010,富国天丰强化债券(LOF),FGTFQHZQLOF,2021-11-01,1.1810,1.9605,0.04,0.03,-0.15,0.89,5.65,11.97,23.66,36.06,10.66,140.48,2008-10-24,1,11.3208,0.80%,0.08%,1,0.08%,1,28.05
161005,富国天惠成长混合A/B(LOF),FGTHCZHHABLOF,2021-11-01,3.3794,6.4274,-0.56,-1.09,0.39,-1.55,-6.65,6.30,62.95,135.32,-2.62,1997.57,2005-11-16,1,4.4273,1.50%,0.15%,1,0.15%,1,124.85
160925,大成中华沪深港300指数(LOF)A,DCZHHSG300ZSLOFA,2021-11-01,1.2331,1.2331,-0.33,-2.30,0.99,0.49,-7.79,2.92,21.68,,-6.64,23.31,2019-03-20,1,3.4400,1.20%,0.12%,1,0.12%,1,
160924,大成恒生指数,DCHSZS,2021-11-01,0.8930,0.8930,-0.45,-3.25,1.13,-3.67,-11.76,0.11,-11.50,-6.20,-7.75,-10.70,2017-08-10,1,-0.2212,1.20%,0.12%,1,0.12%,1,
160922,大成恒生综合中小型股指数A,DCHSZHZXXGZSA,2021-11-01,1.0580,1.0580,-0.56,-3.73,-3.91,-6.04,-11.76,4.65,5.48,9.07,-5.79,5.80,2016-12-02,1,3.9160,1.20%,0.12%,1,0.12%,1,
160921,大成多策略混合(LOF),DCDCLHHLOF,2021-11-01,1.2620,1.6190,0.48,-0.39,-0.16,2.27,-2.32,3.53,58.47,105.15,0.64,68.05,2016-08-19,1,-2.1659,1.50%,0.15%,1,0.15%,1,68.05
160919,大成产业升级股票(LOF),DCCYSJGPLOF,2021-11-01,2.8740,4.86,1.66,1.41,3.79,0.24,24.63,36.79,105.58,209.03,20.81,171.36,2014-12-26,1,26.9089,1.50%,0.15%,1,0.15%,1,149.70
160918,大成中小盘混合(LOF)A,DCZXPHHLOFA,2021-11-01,3.83,6.9948,-0.49,-0.87,-1.40,-6.36,2.63,13.11,95.84,145.59,-1.64,413.88,2014-04-10,1,11.9110,1.50%,0.15%,1,0.15%,1,153.57
160916,大成优选混合(LOF),DCYXHHLOF,2021-11-01,3.9160,3.4230,0.33,-0.03,0.36,0.93,-7.38,-0.74,47.22,95.73,-5.59,369.55,2012-07-27,1,-4.0049,1.50%,0.15%,1,0.15%,1,107.12
160910,大成创新成长混合(LOF),DCCXCZHHLOF,2021-11-01,1.2160,2.9930,0.75,-0.82,1.59,5.28,1,13.57,48.35,96.40,4.58,95.53,2007-06-12,1,11.4713,1.50%,0.15%,1,0.15%,1,101.16
160814,长盛中证金融地产指数(LOF),CSZZJRDCZSLOF,2021-11-01,0.9365,0.9365,0.64,-2.94,0.17,6,-5.29,-3.55,7.86,34.54,-8.87,8.31,2015-06-16,1,-6.3501,1.20%,0.12%,1,0.12%,1,37.28
160813,长盛同盛成长优选(LOF),CSTSCZYXLOF,2021-11-01,1.7190,4.3870,-0.52,1.30,4.56,4.69,14.68,35.57,113.28,156.95,14.45,71.90,2014-11-05,1,30.9091,1.50%,0.15%,1,0.15%,1,122.09
160812,长盛同益成长回报(LOF),CSTYCZHBLOF,2021-11-01,2.6040,5.9190,-0.84,0.19,1.52,-0.23,-1.55,8.68,71.88,105.85,-3.45,160.40,2014-04-04,1,6.4060,1.50%,0.15%,1,0.15%,1,73.83
160807,长盛沪深300指数(LOF),CSHS300ZSLOF,2021-11-01,1.68,2.03,-0.53,-2.21,-0.12,2.50,1.02,13.05,52.35,91.01,0.84,115.45,2010-08-04,1,12.4541,1.20%,0.12%,1,0.12%,1,82.34
160806,长盛同庆中证800(LOF),CSTQZZ800LOF,2021-11-01,1.7880,1.97,-0.22,-1.54,0.39,4.20,6.05,17.24,53.66,101.23,5.74,118.43,2009-05-12,1,15.2416,1.20%,0.12%,1,0.12%,1,83.21
160805,长盛同智优势混合(LOF),CSTZYSHHLOF,2021-11-01,1.7295,3.3601,-1.09,0.59,7.07,3.13,47.34,67.50,132.61,175.97,43.29,226.73,2007-01-05,1,57.3023,1.50%,0.15%,1,0.15%,1,117.97
160725,嘉实基本面50指数(LOF)C,JSJBM50ZSLOFC,2021-11-01,1.1414,1.1414,0.42,-2.39,-1.28,6.61,-3.21,1.25,0.38,12.10,-3.55,12.23,2018-08-08,1,1.4386,,0.00%,,,,
160724,嘉实沪深300ETF联接C,JSHS300ETFLJC,2021-11-01,1.1107,1.4883,-0.36,-1.72,0.48,1.75,-2.98,4.69,23.90,54.25,-4.77,45.75,2018-08-08,1,3.4785,,0.00%,,,,
160722,嘉实惠泽混合(LOF),JSHZHHLOF,2021-11-01,1.6590,1.6834,0.88,0.81,3.62,-1.41,-8.68,0.95,42.98,79.31,-9.65,69.84,2016-09-29,1,-1.1034,1.50%,0.15%,1,0.15%,1,69.86
160719,嘉实黄金,JSHJ,2021-10-29,0.8610,0.8610,-1.15,-1.15,1.53,-4.76,-1.82,-11.15,2.99,23.35,-9.08,-13.90,2011-08-04,1,-12.2843,0.80%,0.08%,1,0.08%,1,17.78
160718,嘉实多利收益债券,JSDLSYZQ,2021-11-01,1.0617,1.4812,0.88,1.22,2.46,3.06,3.30,5.14,13.62,20.41,3.66,61.71,2011-03-23,1,2.1922,0.80%,0.08%,1,0.08%,1,20.75
160717,嘉实恒生中国企业,JSHSZGQY,2021-11-01,0.6627,0.6627,-0.26,-4.01,0.85,-4.05,-16.49,-13.10,-21.31,-16.49,-17.95,-33.73,2010-09-30,1,-13.5090,1.50%,0.15%,1,0.15%,1,-9.62
160716,嘉实基本面50指数(LOF)A,JSJBM50ZSLOFA,2021-11-01,1.6380,1.6380,0.43,-2.38,-1.24,6.72,-3.01,1.66,1.19,13.49,-3.23,63.80,2009-12-30,1,1.8414,1.20%,0.12%,1,0.12%,1,39.34
160706,嘉实沪深300ETF联接A,JSHS300ETFLJA,2021-11-01,1.1984,3.3176,-0.35,-1.71,0.51,1.86,-2.77,5.11,24.90,55.97,-4.46,459.07,2005-08-29,1,3.8833,1.50%,0.15%,1,0.15%,1,52.71
160644,鹏华港美互联股票人民币,PHGMHLGPRMB,2021-10-29,1.3255,1.3295,-0.04,1.07,8.30,0.41,-8.76,3.36,55.47,71.98,-3.96,32.96,2017-11-16,1,1.5480,1.50%,0.15%,1,0.15%,1,
160643,鹏华空天军工指数(LOF)A,PHKTJGZSLOFA,2021-11-01,1.6878,1.6878,1.94,4.67,9.21,11.95,42.49,39.23,106.79,135.10,7.09,68.78,2017-06-13,1,19.2728,1.20%,0.12%,1,0.12%,1,
160642,鹏华增瑞混合(LOF),PHZRHHLOF,2021-11-01,2.1038,2.1038,-0.11,-0.05,1,3.60,21.52,31.92,99.45,148.44,21.99,110.38,2016-09-20,1,27.8317,1.50%,0.15%,1,0.15%,1,109.56
160639,鹏华中证高铁产业指数(LOF),PHZZGTCYZSLOF,2021-11-01,0.8290,0.3660,0.61,-1.31,-2.93,2.60,2.60,1.59,9.03,5.22,0.61,-64.12,2015-05-27,1,0.7184,1.20%,0.12%,1,0.12%,1,-26.96
160638,鹏华中证一带一路主题指数(LOF),PHZZYDYLZTZSLOF,2021-11-01,1.7610,0.7910,-1.23,-2.60,-5.58,10.82,18.19,40.21,68.52,89.82,26.60,-17.91,2015-05-18,1,37.2092,1.20%,0.12%,1,0.12%,1,61.88
160637,鹏华创业板指数(LOF),PHCYBZSLOF,2021-11-01,1.4610,0.8470,-0.54,-0.20,2.38,-2.54,9.36,27.02,99.38,156.85,14.59,-2.02,2015-06-09,1,22.5688,1.20%,0.12%,1,0.12%,1,50.84
160636,鹏华中证移动互联网指数(LOF),PHZZYDHLWZSLOF,2021-11-01,0.9830,1.0220,0.51,1.55,2.93,-4.38,2.93,4.92,57.82,120.72,-1.21,5.89,2015-06-16,1,1.0669,1.20%,0.12%,1,0.12%,1,55.98
