代码,基金,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日,,,,,,手续费,,
009999,东方中国红利混合,DFZGHLHH,2021-11-01,1.1729,1.1729,-0.25,-4.40,-9.71,1.11,11.23,17.51,,,13.11,17.29,2020-09-30,1,24.7298,1.50%,0.15%,1,0.15%,1,
009998,上投摩根慧见两年持有期,STMGHJLNCYQ,2021-11-01,1.1464,1.1464,-1.53,-1.69,0.72,3.54,8.23,12.34,,,3.30,14.64,2020-09-17,3,12.2652,1.50%,1.50%,99,1.50%,99,
009995,嘉实创新先锋混合C,JSCXXFHHC,2021-11-01,1.0236,1.0236,-1.73,-2.59,-5.45,-8.12,-5.86,2.22,,,-0.76,2.36,2020-10-20,1,6.63,,0.00%,,,,
009994,嘉实创新先锋混合A,JSCXXFHHA,2021-11-01,1.0279,1.0279,-1.72,-2.58,-5.41,-8.02,-5.66,2.64,,,-0.42,2.79,2020-10-20,1,7.05,1.50%,0.15%,1,0.15%,1,
009993,嘉实前沿创新混合,JSQYCXHH,2021-11-01,1.1910,1.1910,-0.13,0.03,1.56,-8.59,4.74,19.09,,,2.33,19.10,2020-09-14,1,19.7278,1.50%,0.15%,1,0.15%,1,
009992,景顺长城量化成长演化混合,JSCCLHCZYHHH,2021-11-01,0.9991,0.9991,-0.03,-1.09,-1.18,-2.14,-5.34,,,,-5.60,-0.09,2020-11-18,1,2.26,1.50%,0.15%,1,0.15%,1,
009991,华泰柏瑞品质优选C,HTBRPZYXC,2021-11-01,1.0610,1.0610,-1.90,-0.92,-3.06,-14.50,-8.83,6.75,,,-4.99,6.10,2020-08-28,1,6.2343,,0.00%,,,,
009990,华泰柏瑞品质优选A,HTBRPZYXA,2021-11-01,1.0673,1.0673,-1.88,-0.90,-3.02,-14.39,-8.59,7.30,,,-4.59,6.73,2020-08-28,1,6.7715,1.50%,0.15%,1,0.15%,1,
009989,华宝研究精选混合,HBYJJXHH,2021-11-01,1.1206,1.1206,0.07,-0.83,-0.58,-2.36,4.05,15.28,,,10.11,12.06,2020-08-26,1,14.1245,1.50%,0.15%,1,0.15%,1,
009988,信达澳银蓝筹精选股票,XDAYLCJXGP,2021-11-01,1.0892,1.0892,-2.88,-2.81,-3.63,-2.48,-15.65,6.02,,,-8.41,8.92,2020-09-09,1,12.6942,1.50%,0.15%,1,0.15%,1,
009987,天弘创新领航C,THCXLHC,2021-11-01,1.0526,1.0526,0.37,2.36,8.15,-6.50,16.59,7.21,,,8.50,5.26,2020-08-28,1,1.1434,,0.00%,,,,
009986,天弘创新领航A,THCXLHA,2021-11-01,1.0575,1.0575,0.37,2.37,8.17,-6.41,16.83,7.64,,,8.86,5.75,2020-08-28,1,1.5473,1.50%,0.15%,1,0.15%,1,
009985,永赢迅利中高等级短债E,YYXLZGDJDZE,2021-11-01,1.0363,1.0513,0.03,0.09,0.21,0.52,1.45,3.09,,,2.65,3.52,2020-08-07,1,3.0309,,0.00%,,,,
009983,永赢港股通品质生活慧选混合,YYGGTPZSHHXHH,2021-11-01,0.8870,0.8870,-0.83,-3.98,-2.44,-6.74,-12.83,-10.39,,,-13.90,-11.30,2020-09-29,1,-10.6249,1.50%,0.15%,1,0.15%,1,
009982,万家创业板指数增强C,WJCYBZSZQC,2021-11-01,1.1158,1.1158,-1.40,-1.14,0.69,-2.17,7.87,,,,,11.58,2021-01-26,1,11.47,,0.00%,,,,
009981,万家创业板指数增强A,WJCYBZSZQA,2021-11-01,1.1192,1.1192,-1.41,-1.14,0.72,-2.07,8.09,,,,,11.92,2021-01-26,1,11.8,1.50%,0.15%,1,0.15%,1,
009978,银华招利一年持有期混合C,YHZLYNCYQHHC,2021-11-01,1.0115,1.0115,0.03,0.03,0.27,0.28,0.56,,,,1.11,1.15,2020-12-17,3,0.95,,0.00%,,,,
009977,银华招利一年持有期混合A,YHZLYNCYQHHA,2021-11-01,1.0150,1.0150,0.03,0.04,0.31,0.38,0.75,,,,1.45,1.50,2020-12-17,3,1.29,0.80%,0.08%,1,0.08%,1,
009975,华宝标普美国消费人民币C,HBBPMGXFRMBC,2021-10-29,2.3610,2.3610,0.13,3.87,8.20,6.88,10.38,28.88,,,20.03,31.68,2020-07-31,1,17.0490,,0.00%,,,,
009969,金鹰内需成长混合C,JYNXCZHHC,2021-11-01,1.5670,1.7173,-1,2.88,13.61,7.38,42.86,73.52,,,57.39,76.59,2020-08-20,1,60.6362,,0.00%,,,,
009968,金鹰内需成长混合A,JYNXCZHHA,2021-11-01,1.5804,1.7327,-1,2.90,13.69,7.61,43.45,74.92,,,58.44,78.29,2020-08-20,1,61.9078,1.50%,0.15%,1,0.15%,1,
009967,博时荣泰混合,BSRTHH,2021-11-01,1.2042,1.2042,0.70,0.02,0.81,-3.08,5.23,22.92,,,11.90,20.42,2020-08-26,1,19.7735,1.50%,0.15%,1,0.15%,1,
009960,银华多元机遇混合,YHDYJYHH,2021-11-01,0.9229,0.9229,-1.57,-2.24,-2.46,-2.06,-13.94,-7.65,,,-14.48,-7.71,2020-09-10,1,-6.7039,1.50%,0.15%,1,0.15%,1,
009959,长安鑫悦消费混合C,CAXYXFHHC,2021-11-01,1.1210,1.1210,-0.88,-2.04,3.41,-4.31,-7.26,7.65,,,-8.55,12.10,2020-09-18,1,10.4434,,0.00%,,,,
009958,长安鑫悦消费混合A,CAXYXFHHA,2021-11-01,1.1273,1.1273,-0.88,-2.04,3.45,-4.19,-7.02,8.20,,,-8.17,12.73,2020-09-18,1,10.9934,1.50%,0.15%,1,0.15%,1,
009957,广发恒誉混合C,GFHYHHC,2021-11-01,1.0261,1.0261,0.53,0.25,0.62,0.79,0.42,,,,2.42,2.61,2020-12-08,1,2.21,,0.00%,,,,
009956,广发恒誉混合A,GFHYHHA,2021-11-01,1.0298,1.0298,0.53,0.25,0.65,0.88,0.63,,,,2.75,2.98,2020-12-08,1,2.56,1.00%,0.10%,1,0.10%,1,
009955,广发鑫裕混合C,GFXYHHC,2021-11-01,1.5832,1.5832,-0.15,-0.09,0.55,1.57,0.87,5.41,,,2.94,6.66,2020-09-25,1,5.8568,,0.00%,,,,
009954,北信瑞丰优选成长,BXRFYXCZ,2021-11-01,1.5262,1.5262,-0.39,-2.34,-1.85,8.22,33.18,52.62,,,32.46,52.62,2020-09-27,1,60.8782,1.50%,0.15%,1,0.15%,1,
009953,华泰柏瑞锦乾债券,HTBRJQZQ,2021-11-01,1.0564,1.0684,0.03,0.08,0.17,0.19,5.40,6.90,,,6.47,6.90,2020-10-30,1,6.762087,0.80%,0.08%,1,0.08%,1,
009952,广发稳健回报混合C,GFWJHBHHC,2021-11-01,0.9536,0.9536,0.53,0.84,0.74,-0.20,-6.39,-3.52,,,-6.15,-4.64,2020-08-17,1,-4.4676,,0.00%,,,,
009951,广发稳健回报混合A,GFWJHBHHA,2021-11-01,0.9582,0.9582,0.54,0.83,0.77,-0.10,-6.21,-3.13,,,-5.84,-4.18,2020-08-17,1,-4.0745,1.50%,0.15%,1,0.15%,1,
009950,财通资管均衡价值一年持有期混合,CTZGJHJZYNCYQHH,2021-11-01,1.2548,1.2548,-1.43,2.60,6.66,6.68,21.54,,,,21.68,25.48,2020-11-23,3,20.9,1.50%,0.15%,1,0.15%,1,
009944,浦银安盛稳健丰利债券C,PYASWJFLZQC,2021-11-01,1.0134,1.0134,0.01,0.14,0.40,0.85,1.17,,,,,1.34,2021-02-02,1,1.08,,0.00%,,,,
009943,浦银安盛稳健丰利债券A,PYASWJFLZQA,2021-11-01,1.0160,1.0160,0,0.14,0.42,0.93,1.35,,,,,1.60,2021-02-02,1,1.32,0.80%,0.08%,1,0.08%,1,
009941,格林稳健价值混合C,GLWJJZHHC,2021-11-01,0.9282,0.9282,-0.19,-2.54,0.92,1.79,-12.60,-7.21,,,-12.39,-7.18,2020-10-21,1,-5.22,,0.00%,,,,
009940,格林稳健价值混合A,GLWJJZHHA,2021-11-01,0.9321,0.9321,-0.18,-2.53,0.96,1.89,-12.41,-6.83,,,-12.09,-6.79,2020-10-21,1,-4.84,1.50%,0.15%,1,0.15%,1,
009939,淳厚欣享一年持有期混合C,CHXXYNCYQHHC,2021-11-01,1.2946,1.2946,1.27,0.15,5.98,7.58,7.51,27.45,,,14.54,29.46,2020-09-15,1,20.8362,,0.00%,,,,
009938,东方欣益一年持有期混合C,DFXYYNCYQHHC,2021-11-01,0.9960,1.0460,0.30,0.57,0.64,0.56,0.42,3.65,,,-0.03,4.50,2020-09-02,1,2.6497,,0.00%,,,,
009937,东方欣益一年持有期混合A,DFXYYNCYQHHA,2021-11-01,1.0020,1.0520,0.31,0.58,0.69,0.69,0.68,4.18,,,0.40,5.11,2020-09-02,1,3.1620,1.00%,0.10%,1,0.10%,1,
009932,永赢稳健增长一年持有混合A,YYWJZZYNCYHHA,2021-11-01,1.1484,1.1484,-0.14,-0.85,0.25,0.76,2.27,13.68,,,9.09,14.84,2020-08-11,1,12.7868,0.40%,0.04%,1,0.04%,1,
009931,淳厚欣享一年持有期混合A,CHXXYNCYQHHA,2021-11-01,1.3019,1.3019,1.27,0.15,6.02,7.71,7.78,28.08,,,15.01,30.19,2020-09-15,1,21.4487,1.20%,0.12%,1,0.12%,1,
009930,南方创新驱动混合C,NFCXQDHHC,2021-11-01,0.9602,0.9602,-0.48,-1.27,0.26,-4.02,-11.77,-4.86,,,-11.41,-3.98,2020-08-28,1,-5.3667,,0.00%,,,,
009929,南方创新驱动混合A,NFCXQDHHA,2021-11-01,0.9670,0.9670,-0.48,-1.27,0.31,-3.87,-11.50,-4.30,,,-10.97,-3.30,2020-08-28,1,-4.7964,1.50%,0.15%,1,0.15%,1,
009926,博时恒利6个月持有期债券C,BSHL6GYCYQZQC,2021-11-01,1.0393,1.0393,0.23,-0.44,-1.01,-0.46,1.13,3.97,,,1.55,3.93,2020-09-24,1,4.1692,,0.00%,,,,
009925,博时恒利6个月持有期债券A,BSHL6GYCYQZQA,2021-11-01,1.0433,1.0433,0.23,-0.44,-0.99,-0.37,1.30,4.33,,,1.84,4.33,2020-09-24,1,4.5282,0.60%,0.06%,1,0.06%,1,
009921,鹏华年年红一年持有期债券C,PHNNHYNCYQZQC,2021-11-01,1.0415,1.0415,0.04,0.21,0.38,0.53,2.10,3.45,,,3.61,4.15,2020-08-24,1,3.3765,,0.00%,,,,
009920,鹏华年年红一年持有期债券A,PHNNHYNCYQZQA,2021-11-01,1.0451,1.0451,0.05,0.22,0.40,0.60,2.24,3.75,,,3.86,4.51,2020-08-24,1,3.6838,0.80%,0.08%,1,0.08%,1,
009919,上银核心成长混合C,SYHXCZHHC,2021-11-01,0.8842,0.8842,0.32,-2.84,-2.86,-5.99,-6.71,-10.88,,,-10.18,-11.58,2020-09-27,1,-9.6671,,0.00%,,,,
009918,上银核心成长混合A,SYHXCZHHA,2021-11-01,0.8873,0.8873,0.31,-2.84,-2.84,-5.92,-6.56,-10.63,,,-9.95,-11.27,2020-09-27,1,-9.3753,1.50%,0.15%,1,0.15%,1,
009917,格林泓利增强债券C,GLHLZQZQC,2021-11-01,1.0252,1.0252,0.19,0.72,1.62,3.46,1.37,2.19,,,1.22,2.52,2020-08-05,1,-0.3889,,0.00%,,,,
009916,格林泓利增强债券A,GLHLZQZQA,2021-11-01,1.0303,1.0303,0.19,0.72,1.66,3.57,1.59,2.61,,,1.56,3.03,2020-08-05,1,0.0100,0.80%,0.08%,1,0.08%,1,
009914,富国成长动力混合,FGCZDLHH,2021-11-01,1.1778,1.1778,0.20,-1.32,0.71,-5.65,6.24,17.14,,,8.91,17.78,2020-09-17,1,16.8137,1.50%,0.15%,1,0.15%,1,
009913,中信保诚成长动力,ZXBCCZDL,2021-11-01,1.6285,1.6285,-0.14,0.37,3.34,6.73,54.70,62.57,,,52.85,62.85,2020-09-09,1,60.2281,1.50%,0.15%,1,0.15%,1,
009912,九泰天富改革混合C,JTTFGGHHC,2021-11-01,1.0420,1.0420,-0.10,-1.98,-0.86,5.25,9.22,13.38,,,10.85,10.26,2020-09-18,1,5.5951,,0.00%,,,,
009910,嘉实动力先锋混合C,JSDLXFHHC,2021-11-01,1.0597,1.0597,-0.63,0.27,5.33,4.82,6.49,,,,1.15,5.97,2020-11-23,1,3.91,,0.00%,,,,
009909,嘉实动力先锋混合A,JSDLXFHHA,2021-11-01,1.0680,1.0680,-0.62,0.29,5.40,5.04,6.93,,,,1.85,6.80,2020-11-23,1,4.69,1.50%,0.15%,1,0.15%,1,
009908,湘财长泽灵活配置混合C,XCCZLHPZHHC,2021-11-01,1.2202,1.2202,0.08,-2.37,-3.04,5.39,20.45,24.70,,,13.13,22.02,2020-08-13,1,24.5055,,0.00%,,,,
009907,湘财长泽灵活配置混合A,XCCZLHPZHHA,2021-11-01,1.2277,1.2277,0.08,-2.36,-2.99,5.53,20.77,25.34,,,13.60,22.77,2020-08-13,1,25.1322,1.50%,0.15%,1,0.15%,1,
009905,民生加银中证200指数增强C,MSJYZZ200ZSZQC,2021-11-01,1.0451,1.0451,-0.51,-1.62,-0.63,-3.59,-0.83,,,,-0.87,4.51,2020-12-16,1,5.18,,0.00%,,,,
009904,民生加银中证200指数增强A,MSJYZZ200ZSZQA,2021-11-01,1.0479,1.0479,-0.51,-1.61,-0.60,-3.51,-0.67,,,,-0.62,4.79,2020-12-16,1,5.45,1.50%,0.15%,1,0.15%,1,
009899,上银内需增长股票,SYNXZZGP,2021-11-01,0.9519,0.9519,-0.16,-1.16,0.26,2.86,-12.98,-5.60,,,-11.39,-4.81,2020-08-24,1,-3.2111,1.50%,0.15%,1,0.15%,1,
009898,民生加银医药健康股票,MSJYYYJKGP,2021-11-01,0.8167,0.8167,-1.87,-4.17,-6.78,-6.84,-20.13,-19.22,,,-20.72,-18.33,2020-08-28,1,-15.8272,1.50%,0.15%,1,0.15%,1,
009897,广发港股通成长精选股票C,GFGGTCZJXGPC,2021-11-01,0.9263,0.9263,-0.94,-3.95,-2.07,-5.53,-10.25,-6.57,,,-11.76,-7.37,2020-09-10,1,-5.4933,,0.00%,,,,
009896,广发港股通成长精选股票A,GFGGTCZJXGPA,2021-11-01,0.9305,0.9305,-0.95,-3.94,-2.04,-5.44,-10.07,-6.19,,,-11.47,-6.95,2020-09-10,1,-5.1110,1.50%,0.15%,1,0.15%,1,
009893,大摩优悦安和混合,DMYYAHHH,2021-11-01,1.0975,1.0975,-2.11,-2,-8.35,-0.96,-5.01,10.96,,,5.10,9.75,2020-09-24,1,15.0659,1.50%,0.15%,1,0.15%,1,
009892,富国成长策略混合,FGCZCLHH,2021-11-01,1.35,1.35,-1.27,0,4.94,-2.09,27.09,34.42,,,20.59,35,2020-08-11,1,28.3606,1.50%,0.15%,1,0.15%,1,
009891,融通产业趋势臻选股票,RTCYQSZXGP,2021-11-01,1.1630,1.1630,0.66,0.38,5.40,1.56,21.13,19.40,,,16.24,16.30,2020-08-17,1,14.8528,1.50%,0.15%,1,0.15%,1,
009888,广发稳健优选六个月持有期混合C,GFWJYXLGYCYQHHC,2021-11-01,1.1469,1.1469,-0.66,-3.02,-2.12,4.71,7.65,15.28,,,3.23,14.69,2020-08-06,1,19.3680,,0.00%,,,,
009887,广发稳健优选六个月持有期混合A,GFWJYXLGYCYQHHA,2021-11-01,1.1526,1.1526,-0.66,-3.01,-2.08,4.82,7.87,15.75,,,3.59,15.26,2020-08-06,1,19.8406,1.50%,0.15%,1,0.15%,1,
009886,新华景气行业混合C,XHJQHYHHC,2021-11-01,1.3632,1.3632,-0.20,3.93,11.69,6.69,46.77,36.17,,,31.85,36.32,2020-09-27,1,24.5856,,0.00%,,,,
009885,新华景气行业混合A,XHJQHYHHA,2021-11-01,1.3708,1.3708,-0.19,3.95,11.75,6.84,47.14,36.86,,,32.42,37.08,2020-09-27,1,25.2196,1.50%,0.15%,1,0.15%,1,
009884,民生加银康宁平衡养老目标三年持有混合(FOF),MSJYKNPHYLMBSNCYHHFOF,2021-10-29,1.0350,1.1032,0.65,0.13,2.39,0.94,4.92,10.29,,,4.05,10.25,2020-09-09,3,8.7356,0.80%,0.08%,1,0.08%,1,
009883,华润元大核心动力混合C,HRYDHXDLHHC,2021-11-01,0.9231,0.9231,-0.83,1.58,0.57,-20.25,-7.67,-2.66,,,-3.19,-7.69,2020-08-24,1,-7.0668,,0.00%,,,,
009882,华润元大核心动力混合A,HRYDHXDLHHA,2021-11-01,0.9286,0.9286,-0.83,1.59,0.61,-20.15,-7.44,-2.16,,,-2.78,-7.14,2020-08-24,1,-6.5909,1.50%,0.15%,1,0.15%,1,
009881,广发中证医疗指数(LOF)C,GFZZYLZSLOFC,2021-11-01,1.3263,1.3263,-2.45,-2.96,-8.09,-12.56,-16.34,-4.13,,,-8.07,0.10,2020-08-26,1,0.1518,,0.00%,,,,
009880,安信成长动力一年持有混合,AXCZDLYNCYHH,2021-11-01,1.3084,1.3084,-0.84,-2.79,3.06,3.45,2.60,23.16,,,3.65,30.84,2020-08-13,1,23.8780,1.50%,0.15%,1,0.15%,1,
009879,平安低碳经济混合C,PADTJJHHC,2021-11-01,1.1829,1.1829,-0.54,1.68,3.36,-5.31,4.12,19.28,,,-1.81,18.29,2020-08-10,1,12.5627,,0.00%,,,,
009878,平安低碳经济混合A,PADTJJHHA,2021-11-01,1.1945,1.1945,-0.54,1.69,3.42,-5.12,4.54,20.24,,,-1.16,19.45,2020-08-10,1,13.4570,1.20%,0.12%,1,0.12%,1,
009877,中银内核驱动股票A,ZYNHQDGPA,2021-11-01,1.1492,1.1492,-1.74,-4.82,-1.28,-3.02,-4.52,15.31,,,-0.32,14.92,2020-08-18,1,20.0911,1.50%,0.15%,1,0.15%,1,
009876,天弘甄选食品饮料股票C,THZXSPYLGPC,2021-11-01,1.1740,1.1740,-0.82,0.63,1.78,8.17,-5.81,15.97,,,-4.89,17.40,2020-08-20,1,16.0071,,0.00%,,,,
009875,天弘甄选食品饮料股票A,THZXSPYLGPA,2021-11-01,1.1768,1.1768,-0.83,0.62,1.79,8.22,-5.71,16.20,,,-4.74,17.68,2020-08-20,1,16.2484,1.20%,0.12%,1,0.12%,1,
009874,九泰久睿量化股票,JTJRLHGP,2021-11-01,0.9718,0.9718,0.59,-2.62,-3.34,-1.49,4.45,6.13,,,5.13,-2.82,2020-08-14,1,1.0004,1.50%,1.50%,99,1.50%,99,
009873,中欧责任投资混合C,ZOZRTZHHC,2021-11-01,1.1087,1.1087,-0.78,-1.08,-2.26,-6.17,-2.07,8.61,,,-0.80,10.87,2020-09-10,1,8.4983,,0.00%,,,,
009872,中欧责任投资混合A,ZOZRTZHHA,2021-11-01,1.1189,1.1189,-0.77,-1.06,-2.19,-5.97,-1.66,9.48,,,-0.12,11.89,2020-09-10,1,9.3673,1.50%,0.15%,1,0.15%,1,
009871,景顺长城景瑞收益债券C,JSCCJRSYZQC,2021-11-01,1.0989,1.1089,0.02,0.06,0.24,0.57,1.67,3.20,,,2.60,3.77,2020-07-13,1,3.1504,,0.00%,,,,
009870,嘉实产业先锋混合C,JSCYXFHHC,2021-11-01,1.1485,1.1485,-0.47,-0.24,4.54,4.01,4.23,15.01,,,0.24,14.85,2020-07-21,1,10.6456,,0.00%,,,,
009869,嘉实产业先锋混合A,JSCYXFHHA,2021-11-01,1.1604,1.1604,-0.45,-0.22,4.63,4.23,4.65,15.95,,,0.92,16.04,2020-07-21,1,11.5464,1.50%,0.15%,1,0.15%,1,
009865,招商景气优选股票C,ZSJQYXGPC,2021-11-01,0.8532,0.8532,-0.85,-2.03,0.53,-8.79,-18.94,,,,-17.87,-14.68,2020-11-18,1,-15.89,,0.00%,,,,
009864,招商景气优选股票A,ZSJQYXGPA,2021-11-01,0.8598,0.8598,-0.84,-2.02,0.60,-8.60,-18.62,,,,-17.30,-14.02,2020-11-18,1,-15.27,1.50%,0.15%,1,0.15%,1,
009863,富国创新趋势股票,FGCXQSGP,2021-11-01,1.1034,1.1034,-0.25,0.25,0.28,-8.77,-8.43,6.41,,,-10.26,10.34,2020-07-27,1,6.8550,1.50%,0.15%,1,0.15%,1,
009860,易方达中证银行指数(LOF)C,YFDZZYHZSLOFC,2021-11-01,1.1730,1.1730,1.11,-0.76,4.04,7.90,-2.36,10.98,,,4.88,14.66,2020-08-07,1,8.7996,,0.00%,,,,
009859,银华乐享混合,YHLXHH,2021-11-01,1.0593,1.0593,-2.01,-4.58,0.57,-6.99,7.66,,,,5.39,5.93,2020-12-23,1,4.96,1.50%,0.15%,1,0.15%,1,
009858,博时价值臻选持有期混合C,BSJZZXCYQHHC,2021-11-01,1.1948,1.1948,-0.74,-0.75,1.65,3.35,9.70,22.04,,,14.26,19.48,2020-07-29,3,17.3926,,0.00%,,,,
009857,博时价值臻选持有期混合A,BSJZZXCYQHHA,2021-11-01,1.2069,1.2069,-0.73,-0.73,1.73,3.56,10.14,23.03,,,15.02,20.69,2020-07-29,3,18.3305,1.50%,0.15%,1,0.15%,1,
009856,中加新兴成长混合C,ZJXXCZHHC,2021-11-01,1.5835,1.5835,-0.58,1.45,2.40,-3.83,34,59.11,,,41.19,58.35,2020-09-17,1,44.1344,,0.00%,,,,
009855,中加新兴成长混合A,ZJXXCZHHA,2021-11-01,1.5921,1.5921,-0.57,1.45,2.44,-3.73,34.28,59.98,,,41.67,59.21,2020-09-17,1,44.8845,1.20%,0.12%,1,0.12%,1,
009854,中加优势企业混合C,ZJYSQYHHC,2021-11-01,1.6887,1.6887,-0.66,4.03,10.44,9.46,31.67,63.71,,,35.52,68.87,2020-08-13,1,42.8709,,0.00%,,,,
009853,中加优势企业混合A,ZJYSQYHHA,2021-11-01,1.7094,1.7094,-0.65,4.04,10.51,9.69,32.20,65.43,,,36.41,70.94,2020-08-13,1,44.3763,1.50%,0.15%,1,0.15%,1,
009852,银华品质消费股票,YHPZXFGP,2021-11-01,0.9407,0.9407,-2.85,-4.05,-4.52,-6.82,-14.56,,,,-9.11,-5.93,2020-11-11,1,-2.39,1.50%,0.15%,1,0.15%,1,
009849,安信稳健聚申一年持有期混合A,AXWJJSYNCYQHHA,2021-11-01,1.0837,1.1149,-0.02,-2.27,-2.64,7.58,3.79,12.15,,,8.65,11.66,2020-09-30,1,13.4120,1.00%,0.10%,1,0.10%,1,
009848,圆信永丰研究精选混合C,YXYFYJJXHHC,2021-11-01,1.2498,1.2498,0.43,-0.13,2.55,-8.36,0.95,30.12,,,17.56,24.98,2020-08-27,1,25.9513,,0.00%,,,,
009847,圆信永丰研究精选混合A,YXYFYJJXHHA,2021-11-01,1.2586,1.2586,0.43,-0.13,2.58,-8.27,1.17,30.94,,,18.11,25.86,2020-08-27,1,26.7560,1.50%,0.15%,1,0.15%,1,
009846,国富港股通远见价值混合,GFGGTYJJZHH,2021-11-01,0.9993,0.9993,-0.71,-4.70,-4.76,-8.67,-13.58,1.29,,,-6.94,-0.07,2020-08-18,1,2.8107,1.50%,0.15%,1,0.15%,1,
009841,东财量化精选混合C,DCLHJXHHC,2021-11-01,1.1540,1.1540,1.12,1.41,0.79,-5.20,2.91,21.14,,,10.13,15.40,2020-07-29,1,15.0697,,0.00%,,,,
009840,东财量化精选混合A,DCLHJXHHA,2021-11-01,1.1657,1.1657,1.13,1.41,0.87,-5.01,3.32,22.13,,,10.87,16.57,2020-07-29,1,16.0024,1.50%,0.15%,1,0.15%,1,
009835,融通新能源汽车主题精选混合C,RTXNYQCZTJXHHC,2021-11-01,3.3823,3.3823,0.37,2.89,10.46,3.63,33.58,56.46,,,30.11,82.83,2020-07-29,1,51.2690,,0.00%,,,,
009830,长城优选增强六个月持有混合C,CCYXZQLGYCYHHC,2021-11-01,1.0258,1.0258,-0.13,-0.55,-0.50,0.31,1.68,,,,1.84,2.58,2020-11-04,1,3.37,,0.00%,,,,
009829,长城优选增强六个月持有混合A,CCYXZQLGYCYHHA,2021-11-01,1.0299,1.0299,-0.13,-0.55,-0.46,0.42,1.89,,,,2.18,2.99,2020-11-04,1,3.76,0.80%,0.08%,1,0.08%,1,
009828,融通转型三动力灵活配置混合C,RTZXSDLLHPZHHC,2021-11-01,3.1040,3.1040,3.16,0.19,2.07,2.61,9.88,4.41,,,2.21,-0.26,2020-07-29,1,-0.5529,,0.00%,,,,
009827,民生加银家盈6个月持有期债券C,MSJYJY6GYCYQZQC,2021-11-01,1.0262,1.0262,-0.85,-0.16,0.41,0.41,1.47,1.54,,,1,2.62,2020-08-04,1,0.8232,,0.00%,,,,
009826,民生加银家盈6个月持有期债券A,MSJYJY6GYCYQZQA,2021-11-01,1.0307,1.0307,-0.86,-0.15,0.44,0.50,1.66,1.91,,,1.30,3.07,2020-08-04,1,1.1695,0.80%,0.08%,1,0.08%,1,
009823,鹏华招华一年持有期混合C,PHZHYNCYQHHC,2021-11-01,1.0713,1.0713,0.02,0.18,0.03,1.46,3.44,6.08,,,5.08,7.13,2020-08-17,1,5.9571,,0.00%,,,,
009822,鹏华招华一年持有期混合A,PHZHYNCYQHHA,2021-11-01,1.0764,1.0764,0.02,0.19,0.06,1.57,3.64,6.50,,,5.43,7.64,2020-08-17,1,6.3802,0.80%,0.08%,1,0.08%,1,
009821,嘉实浦惠6个月持有期混合C,JSPH6GYCYQHHC,2021-11-01,1.0562,1.0562,0.10,0.30,0.94,2.97,3.63,5.65,,,4.22,5.62,2020-10-14,1,4.9395,,0.00%,,,,
009820,嘉实浦惠6个月持有期混合A,JSPH6GYCYQHHA,2021-11-01,1.0606,1.0606,0.10,0.30,0.97,3.07,3.84,6.07,,,4.56,6.06,2020-10-14,1,5.3595,0.80%,0.08%,1,0.08%,1,
009818,红塔红土稳健精选混合C,HTHTWJJXHHC,2021-11-01,1.0926,1.1344,0.05,-0.28,1.17,3.21,5.27,14.74,,,8.72,13.70,2020-10-16,1,13.1719,,0.00%,,,,
009817,红塔红土稳健精选混合A,HTHTWJJXHHA,2021-11-01,1.0986,1.1414,0.06,-0.27,1.23,3.38,5.59,15.44,,,9.28,14.42,2020-10-16,1,13.8622,0.80%,0.08%,1,0.08%,1,
009808,易方达创新成长混合,YFDCXCZHH,2021-11-01,1.2363,1.2363,-0.55,0.98,6.35,-3.39,17.03,24.44,,,14.58,23.63,2020-07-24,1,20.1258,1.50%,0.15%,1,0.15%,1,
009807,东方红招盈甄选一年混合C,DFHZYZXYNHHC,2021-11-01,1.0277,1.0957,0.12,0.23,0.43,1.24,2.42,9.38,,,6.14,9.60,2020-08-28,1,9.3060,,0.00%,,,,
009806,东方红招盈甄选一年混合A,DFHZYZXYNHHA,2021-11-01,1.0308,1.1008,0.12,0.24,0.47,1.35,2.62,9.82,,,6.49,10.11,2020-08-28,1,9.7357,0.80%,0.80%,99,0.80%,99,
009805,国泰医药健康股票A,GTYYJKGPA,2021-11-01,0.9283,0.9283,1.30,-1.19,0.16,0.10,-13.17,-2.61,,,-1.61,-7.17,2020-08-27,1,-2.2089,1.50%,0.15%,1,0.15%,1,
009804,国泰研究优势混合,GTYJYSHH,2021-11-01,1.1670,1.1670,0.48,-0.82,2.16,5.46,11.39,17.18,,,20.27,16.70,2020-09-29,1,18.1926,1.50%,0.15%,1,0.15%,1,
009803,易方达中债7-10年国开债C,YFDZZ710NGKZC,2021-11-01,1.1417,1.1659,0.24,0.51,0.03,0.44,3.18,6.18,,,4.56,6.43,2020-07-07,1,6.2473,,0.00%,,,,
009801,长盛制造精选混合C,CSZZJXHHC,2021-11-01,1.3107,1.3107,-0.61,1.79,5.49,6.13,15.15,28.77,,,13.24,31.07,2020-08-26,1,23.5548,,0.00%,,,,
009800,长盛制造精选混合A,CSZZJXHHA,2021-11-01,1.3201,1.3201,-0.61,1.80,5.54,6.30,15.50,29.55,,,13.81,32.01,2020-08-26,1,24.3111,1.50%,0.15%,1,0.15%,1,
