代码,基金,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日,,,,,,手续费,,
001399,安信鑫安得利混合A,AXXADLHHA,2021-12-03,1.6043,1.6043,0.41,0.61,1.33,0.14,0.94,4.98,23.79,36.06,4.50,60.43,2015-06-05,1,7.7746,0.80%,0.08%,1,0.08%,1,43.63
001398,华泰柏瑞健康生活混合,HTBRJKSHHH,2021-12-03,2.0160,2.0160,1.51,3.38,13.96,18.59,17.14,32.02,110.44,212.56,19.64,101.60,2015-06-18,1,22.0493,1.50%,0.15%,1,0.15%,1,184.34
001397,建信精工制造指数增强,JXJGZZZSZQ,2021-12-03,2.1402,2.1402,0.53,1.01,3.29,2.96,14.39,27.28,89.90,136.83,20.63,114.02,2015-08-26,1,23.5213,1.50%,0.15%,1,0.15%,1,94.51
001396,建信互联网+产业升级股票,JXHLWCYSJGP,2021-12-03,1.5340,1.5340,0.39,0.33,7.50,7.50,6.31,31.11,100,169.12,20.31,53.40,2015-06-23,1,24.4560,1.50%,0.15%,1,0.15%,1,107.86
001393,国富金融地产混合C,GFJRDCHHC,2021-12-03,1.3840,1.3840,1.33,1.68,0.96,-1.32,-8.37,-8.22,8.14,28.71,-4.78,38.40,2015-06-09,1,-5.6453,,0.00%,,,,34.11
001392,国富金融地产混合A,GFJRDCHHA,2021-12-03,1.3285,1.3285,1.33,1.69,1,-1.19,-8.13,-7.76,9.22,26.10,-4.33,32.85,2015-06-09,1,-5.1734,1.50%,0.15%,1,0.15%,1,27.13
001388,中融新经济混合C,ZRXJJHHC,2021-12-03,3.0010,3.1470,0.44,0.57,9.25,7.26,33.50,47.04,164.14,244.17,35,224.90,2015-11-17,1,26.0623,,0.00%,,,,228.18
001387,中融新经济混合A,ZRXJJHHA,2021-12-03,4.9670,5.5450,0.44,0.57,9.26,7.26,33.63,47.39,165.43,246.56,35.27,551.22,2015-11-17,1,26.3655,1.50%,0.15%,1,0.15%,1,556.47
001385,东方新思路混合C,DFXSLHHC,2021-12-03,1.6412,1.6412,1.63,1.67,5.48,6.54,-12.30,9.99,106.28,132.27,-6.90,64.12,2015-06-25,1,18.2142,,0.00%,,,,99.03
001384,东方新思路混合A,DFXSLHHA,2021-12-03,1.6836,1.6836,1.64,1.69,5.52,6.66,-12.12,10.44,107.95,135.04,-6.54,68.36,2015-06-25,1,18.6815,0.80%,0.08%,1,0.08%,1,102.97
001382,易方达国企改革混合,YFDGQGGHH,2021-12-03,2.3730,2.3730,2.51,2.46,5.09,7.91,-12.47,2.73,80.05,164.25,-7.95,137.30,2017-08-23,1,12.7730,1.50%,0.15%,1,0.15%,1,
001381,鹏华弘泽混合C,PHHZHHC,2021-12-03,1.4750,1.4750,0.14,0.03,0.40,1.53,4.22,9.02,24.81,34.70,6.84,47.50,2015-05-25,1,10.1647,1.50%,0.00%,,0.00%,0,38.01
001380,鹏华弘盛混合C,PHHSHHC,2021-12-03,2.0876,2.0876,0.34,0.53,1.35,1.34,1.08,4.99,18.45,30.01,4.14,108.76,2015-05-25,1,5.5439,1.50%,0.15%,1,0.15%,1,37.50
001379,景顺长城领先回报混合C,JSCCLXHBHHC,2021-12-03,1.8140,1.8810,0.22,0.39,1,0.72,2.31,8.43,27.12,41.50,6.64,91.10,2015-06-01,1,8.8876,,0.00%,,,,55.11
001376,泓德泓富混合C,HDHFHHC,2021-12-03,1.6305,2.3505,0.23,0.17,0.70,1.97,2.88,12.73,80.20,122.09,3.88,148.09,2015-06-09,1,14.0315,0.80%,0.08%,1,0.08%,1,115.02
001375,金元顺安优质精选混合C,JYSAYZJXHHC,2021-12-03,1.6801,1.6801,0.29,0.36,5.05,2.32,-7.74,8.81,58.05,73.56,-0.76,61.08,2015-06-02,1,6.4780,,0.00%,,,,57.17
001373,易方达新丝路灵活配置混合,YFDXSLLHPZHH,2021-12-03,2.0910,2.0910,0.38,1.36,3.72,0.87,18.94,31.10,121.74,195.76,17.67,109.10,2015-05-27,1,36.4008,1.50%,0.15%,1,0.15%,1,198.71
001371,富国沪港深价值混合A,FGHGSJZHHA,2021-12-03,1.5620,2.1190,0.32,-0.51,0.51,-4.87,-8.42,1.16,52.52,73.67,-7.40,129.21,2015-06-24,1,1.7613,1.50%,0.15%,1,0.15%,1,119.55
001370,中银新趋势混合,ZYXQSHH,2021-12-03,1.6910,1.6910,0.42,0.71,1.20,-0.18,10.89,12.28,36.26,58.93,8.82,69.10,2015-05-29,1,14.8250,1.50%,0.15%,1,0.15%,1,62.44
001367,德邦新添利债券A,DBXTLZQA,2021-12-03,1.1798,1.4278,0.25,0.91,1.26,0.83,1.46,2.09,12.07,22.31,2.24,49.53,2015-06-19,1,3.4818,0.80%,0.08%,1,0.08%,1,32.29
001366,金鹰产业整合混合,JYCYZHHH,2021-12-03,2.0460,2.0460,0.64,0.74,4.76,8.43,22.81,43.18,168.15,248.55,31.75,104.60,2015-06-16,1,45.2888,1.50%,0.15%,1,0.15%,1,165.03
001365,大成正向回报灵活配置混合,DCZXHBLHPZHH,2021-12-03,1.6530,1.6530,0.67,-2.07,5.35,6.71,-9.38,19.96,113.02,158.69,7.83,65.30,2015-07-08,1,15.7709,1.50%,0.15%,1,0.15%,1,150.08
001364,大成景润灵活配置混合,DCJRLHPZHH,2021-12-03,1.1970,1.1970,0.67,0.67,1.01,3.46,3.64,9.02,57.09,71.98,6.40,19.70,2017-01-25,1,10.3545,1.50%,0.15%,1,0.15%,1,
001363,长城久惠灵活配置混合,CCJHLHPZHH,2021-12-03,1.76,1.76,0.57,0.48,3.19,5.28,9.34,16.78,60.53,69.30,8.17,76,2015-07-27,1,18.1793,1.50%,0.15%,1,0.15%,1,73.91
001362,景顺长城领先回报混合A,JSCCLXHBHHA,2021-12-03,1.61,1.6690,0.25,0.44,1.07,0.81,2.48,8.71,27.68,42.48,6.83,69.61,2015-05-25,1,9.1530,1.00%,0.10%,1,0.10%,1,56.76
001361,景顺中证科技传媒通信150ETF联接,JSZZKJCMTX150ETFLJ,2021-12-03,0.7740,0.7740,1.04,1.18,4.03,6.91,8.25,4.45,38.96,73.54,6.76,-22.60,2015-06-15,1,-0.8174,1.20%,0.12%,1,0.12%,1,25.04
001359,国联安添鑫灵活配置混合A,GLATXLHPZHHA,2021-12-03,2.1422,2.1722,0.39,0.18,0.79,1.18,-1.91,16.19,89.19,140.94,6.01,120.56,2015-06-02,1,23.6417,1.50%,0.15%,1,0.15%,1,110.26
001358,宝盈祥泰混合A,BYXTHHA,2021-12-03,1.1562,1.3098,0.21,0.02,0.83,0.44,-0.36,3.29,12.41,24.90,3.98,31.52,2015-05-29,1,5.6761,1.50%,0.15%,1,0.15%,1,25.26
001357,泓德泓富混合A,HDHFHHA,2021-12-03,1.6971,2.4171,0.23,0.17,0.74,2.10,3.13,13.29,82,125.44,4.36,155.29,2015-06-09,1,14.5910,1.50%,0.15%,1,0.15%,1,120.48
001356,广发聚泰混合C,GFJTHHC,2021-12-03,1.1720,1.2790,0,0,0.60,0.86,0.95,-0.09,9.33,14.23,1.30,29.91,2015-06-08,1,-1.6964,,0.00%,,,,27.62
001355,广发聚泰混合A,GFJTHHA,2021-12-03,1.1760,1.4830,0,0,0.60,0.94,1.12,-0.17,9.60,14.17,1.12,53.98,2015-06-08,1,-1.7752,1.20%,0.12%,1,0.12%,1,29.39
001352,民生加银新战略混合A,MSJYXZLHHA,2021-12-03,1.4690,1.5960,0.07,-0.20,-3.42,-7.78,-7.03,-4.07,20.54,38.36,-6.01,59.11,2015-06-26,1,3.6352,1.50%,0.15%,1,0.15%,1,51.39
001351,诺安中证500指数增强A,NAZZ500ZSZQA,2021-12-03,1.1299,1.1299,0.94,1.06,3.54,3.72,9.47,14.96,66.36,81.25,14.46,12.99,2015-06-09,1,12.0394,1.20%,0.12%,1,0.12%,1,26.56
001349,富国改革动力混合,FGGGDLHH,2021-12-03,0.8970,0.8970,1.47,0.45,2.28,1.70,-2.29,9.66,67.35,104.33,3.22,-10.30,2015-05-20,1,9.9631,1.50%,0.15%,1,0.15%,1,15.44
001347,富国新收益灵活配置混合C,FGXSYLHPZHHC,2021-12-03,2.1010,2.1010,-0.19,-0.71,2.09,0.67,6.43,14.56,62.74,75.96,9.09,110.10,2015-05-26,1,14.9777,,0.00%,,,,89.45
001345,富国新收益灵活配置混合A,FGXSYLHPZHHA,2021-12-03,2.0320,2.0320,-0.25,-0.73,2.11,0.79,6.72,15.13,64.40,78.72,9.54,103.20,2015-05-26,1,15.5761,1.50%,0.15%,1,0.15%,1,94.26
001344,易方达沪深300医药联接A,YFDHS300YYLJA,2021-12-03,1.5512,1.5512,0.64,-2.04,1.61,1.46,-19.03,-4.36,38.77,57.79,-12.86,55.12,2017-11-22,1,-6.0375,1.00%,0.10%,1,0.10%,1,
001339,兴银鼎新灵活配置混合,XYDXLHPZHH,2021-12-03,2.3840,2.4410,0.80,2.14,5.02,2.32,47.43,60.97,156.62,182.13,47.89,151.35,2015-05-25,1,48.6762,0.50%,0.05%,1,0.05%,1,139.36
001338,安信稳健增值混合C,AXWJZZHHC,2021-12-03,1.4961,1.5511,0.38,0.71,1.39,1.18,2.62,6.47,13.79,23.95,6.20,56.58,2015-05-25,1,7.5458,,0.00%,,,,37.47
001337,鹏华弘益混合C,PHHYHHC,2021-12-03,1.5411,1.5411,0.23,0.33,0.91,1.04,2.19,8.32,27.23,42.40,4.37,54.11,2015-05-29,1,8.1250,1.50%,0.15%,1,0.15%,1,47.29
001336,鹏华弘益混合A,PHHYHHA,2021-12-03,1.5672,1.5672,0.22,0.32,0.91,1.05,2.20,8.36,27.34,42.65,4.40,56.72,2015-05-29,1,8.1672,1.50%,0.15%,1,0.15%,1,48
001335,南方利众A,NFLZA,2021-12-03,1.5460,1.5960,0.19,0.13,0.59,1.84,1.51,4.81,23.38,40.67,4.18,61.54,2015-05-21,1,6.7128,1.50%,0.15%,1,0.15%,1,41.95
001334,南方利鑫A,NFLXA,2021-12-03,1.5070,1.5840,0.13,0.27,1.02,1.34,3.80,9.01,28.15,38.70,7.24,58.40,2015-05-20,1,9.0215,1.50%,0.15%,1,0.15%,1,48.31
001332,鹏华弘信混合C,PHHXHHC,2021-12-03,1.3960,1.4420,0.14,0.47,1.17,-0.23,1.89,5.29,19.81,37.99,3.94,45.93,2015-05-25,1,6.7735,1.50%,0.15%,1,0.15%,1,37.97
001331,鹏华弘信混合A,PHHXHHA,2021-12-03,1.5695,1.6008,0.14,0.47,1.17,-0.22,1.92,5.34,19.91,38.10,3.98,61.26,2015-05-25,1,6.8304,1.50%,0.15%,1,0.15%,1,37.83
001330,鹏华弘实混合C,PHHSHHC,2021-12-03,1.5471,1.5871,0.24,0.31,0.79,1.09,2.72,9.86,29.30,31.85,5.60,60.02,2015-05-25,1,10.2293,1.50%,0.00%,,0.00%,0,37.34
001329,鹏华弘实混合A,PHHSHHA,2021-12-03,1.4293,1.4843,0.24,0.32,0.80,1.10,2.75,9.91,29.43,32.10,5.64,50.24,2015-05-25,1,10.2927,1.50%,0.15%,1,0.15%,1,37.71
001328,鹏华弘华混合C,PHHHHHC,2021-12-03,1.2813,1.2813,0.17,0.55,1.43,-0.10,2.12,5.27,23.57,52.46,4.24,28.13,2015-05-25,1,6.5323,1.50%,0.15%,1,0.15%,1,37.86
001327,鹏华弘华混合A,PHHHHHA,2021-12-03,1.4297,1.4847,0.18,0.55,1.44,-0.09,2.14,5.32,23.69,52.42,4.28,50.22,2015-05-25,1,6.5879,1.50%,0.15%,1,0.15%,1,37.55
001326,鹏华弘和混合C,PHHHHHC,2021-12-03,1.2775,1.4255,0.12,0.43,1.11,-0.15,1.83,5.56,20.93,27.41,4.27,44.05,2015-05-25,1,7.0583,1.50%,0.15%,1,0.15%,1,37.38
001325,鹏华弘和混合A,PHHHHHA,2021-12-03,1.2934,1.4484,0.12,0.44,1.11,-0.13,1.86,5.61,21.05,27.51,4.31,46.39,2015-05-25,1,7.1117,1.50%,0.15%,1,0.15%,1,38.57
001324,华宝新价值混合,HBXJZHH,2021-12-03,1.6090,1.6090,0.12,0.29,0.93,1.16,2.55,7.74,28.35,42.97,5.81,60.90,2015-06-01,1,8.3871,1.50%,0.15%,1,0.15%,1,52.25
001323,东吴移动互联混合A,DWYDHLHHA,2021-12-03,2.5827,2.5827,0.73,1.81,7.88,15.98,49.10,70.14,168.47,209.31,54.85,158.27,2015-05-27,1,51.7163,1.50%,0.15%,1,0.15%,1,153.95
001322,东吴新趋势价值线混合,DWXQSJZXHH,2021-12-03,1.4592,1.4592,0.66,1.85,7.37,15.51,43.92,61.59,161.04,227.17,46.86,45.92,2015-07-01,1,47.9538,1.50%,0.15%,1,0.15%,1,88.28
001320,工银丰盈回报灵活配置混合A,GYFYHBLHPZHHA,2021-12-03,2.4540,2.4540,2.04,1.32,3.07,6.74,-10.04,11.09,89.50,138.95,2.34,145.40,2015-05-22,1,16.6667,1.50%,0.15%,1,0.15%,1,134.83
001319,农银信息传媒股票,NYXXCMGP,2021-12-03,1.2523,1.2523,0.76,-1.87,-1.46,-1.97,4.94,2.10,51.30,107.95,-2.49,25.23,2015-06-24,1,2.6601,1.50%,0.15%,1,0.15%,1,60.35
001318,东方新策略灵活配置混合A,DFXCLLHPZHHA,2021-12-03,1.4116,1.4116,-0.08,-0.49,2.63,1.65,2.93,9.05,39.86,50.30,8.54,41.16,2015-05-26,1,11.9413,1.20%,0.12%,1,0.12%,1,33.16
001316,安信稳健增值混合A,AXWJZZHHA,2021-12-03,1.5003,1.5553,0.39,0.72,1.43,1.30,2.87,7,14.93,25.81,6.68,57.12,2015-05-25,1,8.0807,1.00%,0.10%,1,0.10%,1,41.80
001313,上投摩根智慧互联股票,STMGZHHLGP,2021-12-03,1.3870,1.3870,0.42,1.06,1.03,-2.54,1.84,18.04,80.36,149.91,5.32,38.70,2015-06-09,1,12.2835,1.50%,0.15%,1,0.15%,1,102.78
001312,华安新优选灵活配置混合A,HAXYXLHPZHHA,2021-12-03,1.1920,1.1920,0.17,0.42,1.79,3.65,6.81,9.06,30.13,32.44,9.16,19.20,2015-05-29,1,8.4888,1.50%,0.15%,1,0.15%,1,16.07
001311,华安新回报灵活配置混合,HAXHBLHPZHH,2021-12-03,1.5030,1.5030,0.33,0.54,-0.27,1.97,3.37,7.74,21.41,29.79,6.82,50.30,2015-05-19,1,7.9826,1.50%,0.15%,1,0.15%,1,40.73
001307,中欧永裕混合C,ZOYYHHC,2021-12-03,1.9930,1.9930,0.61,-1.63,6.12,9.39,8.49,10.48,108.91,154.21,2.47,99.30,2015-06-04,1,0.5383,,0.00%,,,,124.94
001306,中欧永裕混合A,ZOYYHHA,2021-12-03,2.0980,2.0980,0.62,-1.59,6.17,9.56,8.93,11.36,112.35,160.30,3.25,109.80,2015-06-04,1,1.3761,1.50%,0.15%,1,0.15%,1,133.63
001305,九泰天富改革混合A,JTTFGGHHA,2021-12-03,1.0690,1.0690,0.47,0.66,3.09,0.94,8.97,17.21,65.99,93.66,13.48,6.90,2015-06-10,1,5.9003,1.50%,0.15%,1,0.15%,1,52.71
001304,建信鑫安回报灵活配置混合,JXXAHBLHPZHH,2021-12-03,1.2830,1.4430,0,-0.08,1.99,1.91,4.48,9.47,28.76,30.76,9.38,49.39,2015-05-14,1,13.5957,1.50%,0.15%,1,0.15%,1,37.31
001303,银华稳利灵活配置混合A,YHWLLHPZHHA,2021-12-03,1.2770,1.2770,0.55,0.87,0.39,-0.62,0.24,4.24,28.86,37.16,1.75,27.70,2015-05-21,1,4.3550,0.60%,0.06%,1,0.06%,1,22.79
001302,前海开源金银珠宝混合A,QHKYJYZBHHA,2021-12-03,1.1910,1.1910,0.51,-2.30,-0.08,-5.33,-5.85,-5.25,25.90,46.49,-2.78,19.10,2015-07-09,1,-1.3418,1.50%,0.15%,1,0.15%,1,-4.64
001301,大成睿景灵活配置混合C,DCRJLHPZHHC,2021-12-03,2.3990,2.3990,-0.33,0.29,0.84,4.35,38.59,83.97,222.01,313.62,74.22,139.90,2015-05-26,1,81.2451,,0.00%,,,,220.72
001300,大成睿景灵活配置混合A,DCRJLHPZHHA,2021-12-03,2.53,2.53,-0.32,0.32,0.92,4.55,39.16,85.48,227.30,323.79,75.45,153,2015-05-26,1,82.5923,1.50%,0.15%,1,0.15%,1,233.77
001299,兴业添利债券,XYTLZQ,2021-12-03,1.0163,1.3181,-0.01,0.01,0.38,0.75,2.47,5.78,9.91,15.79,5.36,36.74,2015-06-10,1,4.7229,0.60%,0.06%,1,0.06%,1,25.69
001298,金鹰民族新兴混合,JYMZXXHH,2021-12-03,4.36,4.36,0.62,1.49,-0.32,1.82,48.45,116.16,284.82,392.66,90.56,336,2015-06-02,1,109.1226,1.50%,0.15%,1,0.15%,1,331.68
001297,平安智慧中国混合,PAZHZGHH,2021-12-03,1.2330,1.2330,0.57,0.82,1.99,6.66,6.11,21.72,105.50,192.87,2.32,23.30,2015-06-09,1,16.2293,1.50%,0.15%,1,0.15%,1,108.63
001296,长城悦享增利债券A,CCYXZLZQA,2021-12-03,1.8958,1.8958,0.10,-0.19,-0.62,-0.56,2.34,27.84,80.14,99.79,12.65,89.58,2017-04-26,1,26.8491,0.80%,0.08%,1,0.08%,1,
001294,新华战略新兴产业灵活配置混合,XHZLXXCYLHPZHH,2021-12-03,1.5861,1.5861,-0.06,-3.84,4.16,5.19,17.57,38.04,151.76,198.14,23.05,58.61,2015-06-29,1,46.9625,1.50%,0.15%,1,0.15%,1,83.36
001291,大摩量化多策略股票,DMLHDCLGP,2021-12-03,1.5350,1.5350,0.72,0.33,1.12,1.86,7.34,23,85.84,113.19,13.37,53.50,2015-06-02,1,24.5470,1.50%,0.15%,1,0.15%,1,44.54
001289,银华汇利灵活配置混合A,YHHLLHPZHHA,2021-12-03,1.7030,1.7030,0.18,0.29,0.95,1.31,1.98,4.67,13.61,20.78,3.78,70.30,2015-05-14,1,3.5163,0.60%,0.06%,1,0.06%,1,34.09
001287,安信优势增长混合A,AXYSZZHHA,2021-12-03,3.0299,3.2827,1.37,1.73,4.73,6.51,8.93,17.22,95.05,159.48,9.14,235.98,2015-05-20,1,21.3220,1.00%,0.10%,1,0.10%,1,206.83
001284,红塔红土盛金新动力混合C,HTHTSJXDLHHC,2021-12-03,1.3790,1.6210,0.78,0.91,2.56,3.43,3.10,12.55,51.13,69.64,8.94,70.95,2015-06-19,1,15.3157,,0.00%,,,,71.29
001283,红塔红土盛金新动力混合A,HTHTSJXDLHHA,2021-12-03,1.3888,1.7178,0.78,0.92,2.59,3.50,3.23,12.83,51.87,70.89,9.19,82.95,2015-06-19,1,15.5838,1.00%,0.10%,1,0.10%,1,70.90
001282,华安新机遇灵活配置,HAXJYLHPZ,2021-12-03,1.4949,1.4949,0.12,0.40,1.44,1.47,4.60,9.58,25.87,42.11,6.22,49.49,2015-05-27,1,8.0495,1.20%,0.12%,1,0.12%,1,46.13
001281,长安鑫利优选混合A,CAXLYXHHA,2021-12-03,2.8771,2.8771,-0.10,-0.60,0.35,3.97,13.71,19.07,62.62,100.23,7.94,187.71,2015-05-18,1,17.7496,1.50%,0.15%,1,0.15%,1,165.66
001280,银华聚利灵活配置混合A,YHJLLHPZHHA,2021-12-03,1.88,2.7460,1.24,1.84,5.39,11.25,3.85,19.38,99.32,163.26,5.90,200.38,2015-05-14,1,14.4847,0.60%,0.06%,1,0.06%,1,160.29
001279,中海积极增利混合,ZHJJZLHH,2021-12-03,3.02,3.02,-0.89,-0.03,0.60,5.56,46.03,82.26,184.10,313.70,63.51,202,2015-05-20,1,72.5728,1.50%,0.15%,1,0.15%,1,250.35
001278,前海开源清洁能源混合A,QHKYQJNYHHA,2021-12-03,2.1070,2.4670,-0.09,0.24,1.15,10.08,19.44,32.43,64.74,136.73,31.03,181.70,2015-06-16,1,30.3502,1.50%,0.15%,1,0.15%,1,145.83
001277,博时国企改革股票A,BSGQGGGPA,2021-12-03,1.0420,1.0420,1.46,1.17,5.15,10.38,-2.98,6.76,38.75,51.45,3.68,4.20,2015-05-20,1,0.5123,1.50%,0.15%,1,0.15%,1,25.54
001276,建信新经济灵活配置混合,JXXJJLHPZHH,2021-12-03,1.90,1.90,1.23,3.09,6.20,7.59,19.95,36.89,141.42,177.37,27.35,90,2015-05-26,1,36.9219,1.50%,0.15%,1,0.15%,1,145.48
001275,中邮创新优势灵活配置混合,ZYCXYSLHPZHH,2021-12-03,1.3740,1.3740,1.33,2.61,7.60,10.54,22.02,23.67,70.90,82.23,19.90,37.40,2015-07-23,1,16.0598,1.50%,0.15%,1,0.15%,1,18.96
001273,民生加银新动力混合A,MSJYXDLHHA,2021-12-03,1.2010,1.2010,0.42,1.69,1.61,-4.98,-6.54,-0.83,29.84,18.44,-4.30,20.10,2015-05-18,1,3.2718,0.50%,0.05%,1,0.05%,1,12.88
001272,兴业聚利灵活配置混合,XYJLLHPZHH,2021-12-03,2.4930,2.4930,0.65,1.59,4.62,5.19,7.23,8.25,67.54,106.20,14.04,149.30,2015-05-07,1,9.9675,1.50%,0.15%,1,0.15%,1,65.65
001271,英大灵活配置混合型发起式B,YDLHPZHHXFQSB,2021-12-03,1.7632,2.0132,1.13,0.56,4.50,10.48,22.91,27.11,72.80,112.72,27.15,123.39,2015-05-07,1,15.0776,,0.00%,,,,110.21
001270,英大灵活配置混合型发起式A,YDLHPZHHXFQSA,2021-12-03,1.8481,2.0981,1.13,0.57,4.55,10.62,23.22,27.75,74.27,117.26,27.74,132.65,2015-05-07,1,15.6510,1.00%,0.10%,1,0.10%,1,117.51
001268,富国国家安全主题混合A,FGGJAQZTHHA,2021-12-03,1.2380,1.2380,1.98,1.48,6.63,12.24,-1.20,6.08,73.39,142.27,-2.06,23.80,2015-05-14,1,4.1704,1.50%,0.15%,1,0.15%,1,80.73
001267,泰达宏利蓝筹混合,TDHLLCHH,2021-12-03,1.6060,1.6060,0.50,1.07,10.30,2.55,22.04,41.37,117.32,199.63,31,60.60,2015-06-03,1,42.8841,1.50%,0.15%,1,0.15%,1,189.89
001266,国投瑞银招财混合,GTRYZCHH,2021-12-03,2.0988,2.1308,1.34,1.90,5.01,3.62,10.56,22.87,93.01,168.46,23.62,116.52,2015-06-03,1,26.8314,1.50%,0.15%,1,0.15%,1,111.04
001265,国泰兴益灵活配置混合A,GTXYLHPZHHA,2021-12-03,1.3350,1.48,0.07,0.15,1.06,0.45,0.68,5.78,22.82,38.06,3.81,52.62,2015-05-14,1,6.8826,1.50%,0.15%,1,0.15%,1,42.90
001261,中融新机遇混合,ZRXJYHH,2021-12-03,1.5940,1.5940,1.08,1.85,8.73,3.71,23.85,41.69,77.51,81.14,21.87,59.40,2015-05-04,1,21.3511,1.50%,0.15%,1,0.15%,1,59.08
001258,兴业收益增强债券C,XYSYZQZQC,2021-12-03,1.5110,1.5110,0.07,0.07,2.44,5.44,7.32,11.18,23.25,33.13,12.34,51.10,2015-05-29,1,6.4588,,0.00%,,,,36.25
001257,兴业收益增强债券A,XYSYZQZQA,2021-12-03,1.5580,1.5580,0.06,0.06,2.43,5.56,7.52,11.60,24.14,34.66,12.74,55.80,2015-05-29,1,6.8691,0.80%,0.08%,1,0.08%,1,39.48
001256,泓德优选成长混合,HDYXCZHH,2021-12-03,1.8736,2.1266,1.17,1.28,3.28,2.37,0.71,13.49,78.78,114.35,8.68,138.43,2015-05-21,1,16.4358,1.50%,0.15%,1,0.15%,1,109.15
001255,长城改革红利混合,CCGGHLHH,2021-12-03,1.1325,1.1325,1.03,1.90,2.26,1.83,13.82,25.85,67.28,117.58,12.84,13.25,2015-06-09,1,14.8918,1.50%,0.15%,1,0.15%,1,39.64
001254,泰达宏利新起点混合A,TDHLXQDHHA,2021-12-03,1.55,1.55,0.19,0.32,1.97,1.97,3.96,12.16,26.43,54.38,7.79,55,2015-05-14,1,12.0920,1.50%,0.15%,1,0.15%,1,45.54
001252,中海进取收益混合,ZHJQSYHH,2021-12-03,2.1380,2.1380,2.30,3.04,1.81,-7.57,7.17,27.11,84.79,132.14,11.01,113.80,2015-05-13,1,22.2547,0.80%,0.08%,1,0.08%,1,105.58
001250,天弘新活力混合,THXHLHH,2021-12-03,1.6676,1.6676,0.25,0.63,2.39,1.10,2.50,9.47,36.91,47.11,8.04,66.76,2015-04-29,1,10.0114,1.00%,0.10%,1,0.10%,1,56.01
001247,华泰柏瑞新利混合A,HTBRXLHHA,2021-12-03,1.4717,1.5895,0.15,0.18,1.48,1.76,8.13,17.34,40.78,45.54,15.36,64.56,2015-04-28,1,16.7851,1.50%,0.15%,1,0.15%,1,55.24
001245,工银生态环境股票,GYSTHJGP,2021-12-03,3.0770,3.0770,0.79,1.62,4.62,10.84,70.38,110.03,300.13,439.82,72,207.70,2015-06-02,1,102.0498,1.50%,0.15%,1,0.15%,1,233.01
001244,华泰柏瑞量化智慧混合A,HTBRLHZHHHA,2021-12-03,1.6076,1.7979,0.69,1.28,4.63,-0.61,13.06,23.44,71.64,98.46,24.70,87.15,2015-06-03,1,15.9167,1.50%,0.15%,1,0.15%,1,76.30
001242,博时中证淘金大数据100A,BSZZTJDSJ100A,2021-12-03,1.1404,1.1404,0.90,0.67,4.96,-0.31,0.62,1.42,27.92,49.31,-0.61,14.04,2015-05-04,1,-5.8143,1.20%,0.12%,1,0.12%,1,27.72
001241,国寿安保中证500ETF联接,GSABZZ500ETFLJ,2021-12-03,0.7235,0.7235,0.92,1.02,3.77,0.10,9.29,14.35,48.59,64.43,15.56,-27.66,2015-05-29,1,10.6707,1.20%,0.12%,1,0.12%,1,19.71
001239,长盛国企改革混合,CSGQGGHH,2021-12-03,0.6730,0.6730,1.36,-0.59,4.83,-9.42,8.90,14.46,54.36,74.81,5.32,-32.70,2015-06-04,1,9.5400,1.50%,0.15%,1,0.15%,1,42.58
001237,博时上证50ETF联接A,BSSZ50ETFLJA,2021-12-03,1.2765,1.2765,0.89,1.03,1.26,1.45,-7.37,-5.18,20.72,43.86,-7.80,27.65,2015-05-27,1,1.5442,1.20%,0.12%,1,0.12%,1,56.17
001236,博时丝路主题股票A,BSSLZTGPA,2021-12-03,2.3590,2.3590,0.38,0.08,4.20,2.08,10.34,28.56,126.61,193.77,17.60,135.90,2015-05-22,1,31.8155,1.50%,0.15%,1,0.15%,1,181.17
001235,中银国有企业债A,ZYGYQYZA,2021-12-03,1.0840,1.2840,0,0.18,0.93,1.31,3.83,6.37,12.46,18.22,5.65,31.87,2015-09-29,1,5.1057,0.80%,0.08%,1,0.08%,1,26.20
001231,银华泰利灵活配置混合A,YHTLLHPZHHA,2021-12-03,1.7420,1.7420,0.35,0.35,0.93,1.04,1.81,4.62,15.90,46.76,3.20,74.20,2015-04-24,1,4.6257,1.00%,1.00%,99,1.00%,99,60.41
001230,鹏华医药科技,PHYYKJ,2021-12-03,1.2240,1.2240,1.07,-1.69,0.91,3.90,-15.47,9.48,94.90,150.82,-5.41,22.40,2015-06-02,1,15.0362,1.50%,0.15%,1,0.15%,1,126.25
001229,德邦福鑫灵活配置混合A,DBFXLHPZHHA,2021-12-03,2.2598,2.2598,0.22,0.40,0.90,7.06,27.30,58.32,131.37,125.48,41.82,125.98,2015-04-27,1,58.0255,1.50%,0.15%,1,0.15%,1,112.49
001228,国联安鑫享灵活配置混合A,GLAXXLHPZHHA,2021-12-03,1.1989,1.3529,0.12,0.19,1.27,1.43,2.79,8.13,32.33,59.46,5.68,38.20,2015-04-28,1,9.0209,1.50%,0.15%,1,0.15%,1,33.14
001227,中邮信息产业灵活配置混合,ZYXXCYLHPZHH,2021-12-03,1.1820,1.1820,1.20,0.08,6.01,8.04,14.76,12.79,66.48,128.63,8.94,18.20,2015-05-14,1,6.3179,1.50%,0.15%,1,0.15%,1,44.32
